Execution Order | Job | Operation | Time (s)
          1268 | 133 |         3 | 0.00000000 seconds
          1269 | 134 |         5 | 0.00000000 seconds
          1270 | 143 |         2 | 0.00100000 seconds
          1271 | 148 |         5 | 0.00000000 seconds
          1272 | 152 |         4 | 0.00000000 seconds
          1273 | 169 |         6 | 0.00000000 seconds
          1274 | 173 |         4 | 0.00000000 seconds
          1275 | 182 |         3 | 0.00000000 seconds
          1276 | 187 |         4 | 0.00000000 seconds
          1277 | 204 |         4 | 0.00000000 seconds
          1278 | 205 |         3 | 0.00000000 seconds
          1279 | 232 |         2 | 0.00000000 seconds
          1280 | 246 |         3 | 0.00000000 seconds
          1281 | 266 |         3 | 0.00000000 seconds
          1282 | 267 |         3 | 0.00000000 seconds
          1283 | 290 |         2 | 0.00000000 seconds
          1284 | 291 |         2 | 0.00000000 seconds
          1285 | 302 |         3 | 0.00000000 seconds
          1286 | 306 |         4 | 0.00000000 seconds
          1287 | 308 |         3 | 0.00000000 seconds
          1288 | 316 |         3 | 0.00000000 seconds
          1289 | 322 |         3 | 0.00100000 seconds
          1290 |   9 |         5 | 0.00000000 seconds
          1291 |  13 |         4 | 0.00000000 seconds
          1292 |  14 |         2 | 0.00000000 seconds
          1293 |  19 |         2 | 0.00000000 seconds
          1294 |  40 |         4 | 0.00000000 seconds
          1295 |  45 |         4 | 0.00000000 seconds
          1296 |  46 |         4 | 0.00000000 seconds
          1297 |  58 |         3 | 0.00000000 seconds
          1298 |  62 |         6 | 0.00000000 seconds
          1299 |  93 |         4 | 0.00000000 seconds
          1300 | 100 |         4 | 0.00000000 seconds
          1301 | 118 |         3 | 0.00000000 seconds
          1302 | 119 |         6 | 0.00000000 seconds
          1303 | 124 |         4 | 0.00000000 seconds
          1304 | 131 |         3 | 0.00000000 seconds
          1305 | 132 |         4 | 0.00000000 seconds
          1306 | 151 |         5 | 0.00100000 seconds
          1307 | 185 |         2 | 0.00000000 seconds
          1308 | 186 |         2 | 0.00000000 seconds
          1309 | 191 |         4 | 0.00000000 seconds
          1310 | 211 |         2 | 0.00000000 seconds
          1311 | 241 |         3 | 0.00000000 seconds
          1312 | 251 |         3 | 0.00000000 seconds
          1313 | 253 |         5 | 0.00000000 seconds
          1314 | 256 |         4 | 0.00000000 seconds
          1315 | 265 |         3 | 0.00000000 seconds
          1316 | 314 |         3 | 0.00000000 seconds
          1317 | 315 |         3 | 0.00100000 seconds
          1318 | 317 |         4 | 0.00000000 seconds
          1319 | 338 |         1 | 0.00000000 seconds
          1320 | 340 |         2 | 0.00000000 seconds
          1321 | 346 |         2 | 0.00000000 seconds
          1322 |  21 |         6 | 0.00000000 seconds
          1323 |  26 |         3 | 0.00000000 seconds
          1324 |  51 |         3 | 0.00000000 seconds
          1325 |  63 |         4 | 0.00000000 seconds
          1326 |  83 |         3 | 0.00000000 seconds
          1327 |  90 |         6 | 0.00000000 seconds
          1328 |  99 |         4 | 0.00000000 seconds
          1329 | 101 |         5 | 0.00000000 seconds
          1330 | 103 |         5 | 0.00000000 seconds
          1331 | 107 |         2 | 0.00000000 seconds
          1332 | 134 |         6 | 0.00000000 seconds
          1333 | 147 |         3 | 0.00000000 seconds
          1334 | 165 |         4 | 0.00000000 seconds
          1335 | 172 |         4 | 0.00000000 seconds
          1336 | 190 |         3 | 0.00000000 seconds
          1337 | 226 |         3 | 0.00000000 seconds
          1338 | 252 |         3 | 0.00100000 seconds
          1339 | 257 |         3 | 0.00000000 seconds
          1340 | 278 |         4 | 0.00000000 seconds
          1341 | 284 |         3 | 0.00000000 seconds
          1342 | 287 |         4 | 0.00000000 seconds
          1343 | 294 |         4 | 0.00000000 seconds
          1344 | 296 |         3 | 0.00000000 seconds
          1345 | 305 |         4 | 0.00000000 seconds
          1346 | 311 |         2 | 0.00000000 seconds
          1347 | 313 |         2 | 0.00000000 seconds
          1348 | 320 |         3 | 0.00000000 seconds
          1349 | 326 |         2 | 0.00000000 seconds
          1350 | 331 |         4 | 0.00000000 seconds
          1351 | 345 |         1 | 0.00000000 seconds
          1352 |   2 |         3 | 0.00100000 seconds
          1353 |  21 |         7 | 0.00000000 seconds
          1354 |  36 |         4 | 0.00000000 seconds
          1355 |  42 |         3 | 0.00000000 seconds
          1356 |  44 |         3 | 0.00000000 seconds
          1357 |  65 |         6 | 0.00000000 seconds
          1358 |  76 |         5 | 0.00000000 seconds
          1359 |  84 |         4 | 0.00000000 seconds
          1360 |  89 |         3 | 0.00000000 seconds
          1361 |  90 |         7 | 0.00000000 seconds
          1362 | 104 |         3 | 0.00000000 seconds
          1363 | 120 |         3 | 0.00000000 seconds
          1364 | 121 |         4 | 0.00000000 seconds
          1365 | 157 |         6 | 0.00000000 seconds
          1366 | 168 |         4 | 0.00000000 seconds
          1367 | 187 |         5 | 0.00000000 seconds
          1368 | 193 |         3 | 0.00000000 seconds
          1369 | 201 |         3 | 0.00100000 seconds
          1370 | 214 |         4 | 0.00000000 seconds
          1371 | 219 |         4 | 0.00000000 seconds
          1372 | 221 |         4 | 0.00000000 seconds
          1373 | 222 |         5 | 0.00000000 seconds
          1374 | 273 |         4 | 0.00000000 seconds
          1375 | 275 |         3 | 0.00000000 seconds
          1376 | 276 |         4 | 0.00000000 seconds
          1377 | 279 |         2 | 0.00000000 seconds
          1378 |   0 |         4 | 0.00000000 seconds
          1379 |   1 |         5 | 0.00000000 seconds
          1380 |  16 |         4 | 0.00000000 seconds
          1381 |  20 |         5 | 0.00000000 seconds
          1382 |  24 |         6 | 0.00000000 seconds
          1383 |  30 |         3 | 0.00000000 seconds
          1384 |  41 |         4 | 0.00000000 seconds
          1385 |  55 |         3 | 0.00100000 seconds
          1386 |  97 |         5 | 0.00000000 seconds
          1387 | 104 |         4 | 0.00000000 seconds
          1388 | 106 |         5 | 0.00000000 seconds
          1389 | 111 |         3 | 0.00000000 seconds
          1390 | 123 |         4 | 0.00000000 seconds
          1391 | 128 |         4 | 0.00000000 seconds
          1392 | 138 |         4 | 0.00000000 seconds
          1393 | 146 |         4 | 0.00000000 seconds
          1394 | 167 |         2 | 0.00000000 seconds
          1395 | 170 |         4 | 0.00000000 seconds
          1396 | 188 |         2 | 0.00000000 seconds
          1397 | 195 |         3 | 0.00000000 seconds
          1398 | 197 |         4 | 0.00000000 seconds
          1399 | 199 |         3 | 0.00000000 seconds
          1400 | 201 |         4 | 0.00000000 seconds
          1401 | 207 |         3 | 0.00100000 seconds
          1402 | 212 |         3 | 0.00000000 seconds
          1403 | 228 |         3 | 0.00000000 seconds
          1404 | 235 |         5 | 0.00000000 seconds
          1405 | 237 |         3 | 0.00000000 seconds
          1406 | 245 |         3 | 0.00000000 seconds
          1407 | 248 |         4 | 0.00000000 seconds
          1408 | 250 |         5 | 0.00000000 seconds
          1409 | 260 |         4 | 0.00000000 seconds
          1410 | 280 |         5 | 0.00000000 seconds
          1411 | 292 |         5 | 0.00000000 seconds
          1412 | 311 |         3 | 0.00000000 seconds
          1413 | 316 |         4 | 0.00000000 seconds
          1414 | 328 |         4 | 0.00000000 seconds
          1415 | 334 |         3 | 0.00000000 seconds
          1416 |   8 |         4 | 0.00000000 seconds
          1417 |  10 |         2 | 0.00100000 seconds
          1418 |  18 |         3 | 0.00000000 seconds
          1419 |  20 |         6 | 0.00000000 seconds
          1420 |  21 |         8 | 0.00000000 seconds
          1421 |  30 |         4 | 0.00000000 seconds
          1422 |  37 |         3 | 0.00000000 seconds
          1423 |  41 |         5 | 0.00000000 seconds
          1424 |  43 |         6 | 0.00000000 seconds
          1425 |  59 |         3 | 0.00000000 seconds
          1426 |  61 |         4 | 0.00000000 seconds
          1427 |  94 |         3 | 0.00000000 seconds
          1428 | 100 |         5 | 0.00000000 seconds
          1429 | 104 |         5 | 0.00000000 seconds
          1430 | 107 |         3 | 0.00000000 seconds
          1431 | 116 |         4 | 0.00000000 seconds
          1432 | 118 |         4 | 0.00000000 seconds
          1433 | 122 |         3 | 0.00000000 seconds
          1434 | 124 |         5 | 0.00100000 seconds
          1435 | 125 |         4 | 0.00000000 seconds
          1436 | 127 |         4 | 0.00000000 seconds
          1437 | 130 |         4 | 0.00000000 seconds
          1438 | 134 |         7 | 0.00000000 seconds
          1439 | 136 |         4 | 0.00000000 seconds
          1440 | 156 |         2 | 0.00000000 seconds
          1441 | 158 |         5 | 0.00000000 seconds
          1442 | 159 |         3 | 0.00000000 seconds
          1443 | 178 |         4 | 0.00000000 seconds
          1444 | 180 |         3 | 0.00000000 seconds
          1445 | 196 |         4 | 0.00000000 seconds
          1446 | 198 |         2 | 0.00000000 seconds
          1447 | 225 |         3 | 0.00100000 seconds
          1448 | 229 |         4 | 0.00000000 seconds
          1449 | 233 |         4 | 0.00000000 seconds
          1450 | 238 |         3 | 0.00000000 seconds
          1451 | 244 |         4 | 0.00000000 seconds
          1452 | 261 |         3 | 0.00000000 seconds
          1453 | 265 |         4 | 0.00000000 seconds
          1454 | 269 |         4 | 0.00000000 seconds
          1455 | 274 |         5 | 0.00000000 seconds
          1456 | 294 |         5 | 0.00000000 seconds
          1457 | 303 |         3 | 0.00000000 seconds
          1458 | 306 |         5 | 0.00000000 seconds
          1459 | 312 |         4 | 0.00000000 seconds
          1460 | 330 |         3 | 0.00000000 seconds
          1461 | 339 |         4 | 0.00000000 seconds
          1462 |   6 |         2 | 0.00000000 seconds
          1463 |   8 |         5 | 0.00000000 seconds
          1464 |   9 |         6 | 0.00000000 seconds
          1465 |  17 |         4 | 0.00000000 seconds
          1466 |  37 |         4 | 0.00000000 seconds
          1467 |  52 |         5 | 0.00100000 seconds
          1468 |  65 |         7 | 0.00000000 seconds
          1469 |  72 |         2 | 0.00000000 seconds
          1470 |  75 |         5 | 0.00000000 seconds
          1471 |  77 |         5 | 0.00000000 seconds
          1472 |  93 |         5 | 0.00000000 seconds
          1473 | 102 |         3 | 0.00000000 seconds
          1474 | 105 |         2 | 0.00000000 seconds
          1475 | 109 |         3 | 0.00000000 seconds
          1476 | 120 |         4 | 0.00000000 seconds
          1477 | 129 |         4 | 0.00000000 seconds
          1478 | 132 |         5 | 0.00000000 seconds
          1479 | 139 |         4 | 0.00000000 seconds
          1480 | 160 |         3 | 0.00100000 seconds
          1481 | 162 |         3 | 0.00000000 seconds
          1482 | 176 |         4 | 0.00000000 seconds
          1483 | 183 |         3 | 0.00000000 seconds
          1484 | 202 |         5 | 0.00000000 seconds
          1485 | 203 |         2 | 0.00000000 seconds
          1486 | 218 |         2 | 0.00000000 seconds
          1487 | 250 |         6 | 0.00000000 seconds
          1488 | 251 |         4 | 0.00000000 seconds
          1489 | 254 |         4 | 0.00000000 seconds
          1490 | 258 |         4 | 0.00000000 seconds
          1491 | 267 |         4 | 0.00000000 seconds
          1492 | 268 |         2 | 0.00000000 seconds
          1493 | 270 |         4 | 0.00000000 seconds
          1494 | 271 |         3 | 0.00100000 seconds
          1495 | 292 |         6 | 0.00000000 seconds
          1496 | 340 |         3 | 0.00000000 seconds
          1497 | 341 |         3 | 0.00000000 seconds
          1498 |   3 |         3 | 0.00000000 seconds
          1499 |  25 |         5 | 0.00000000 seconds
          1500 |  28 |         4 | 0.00000000 seconds
          1501 |  32 |         4 | 0.00000000 seconds
          1502 |  33 |         5 | 0.00000000 seconds
          1503 |  38 |         4 | 0.00000000 seconds
          1504 |  43 |         7 | 0.00000000 seconds
          1505 |  46 |         5 | 0.00000000 seconds
          1506 |  68 |         3 | 0.00000000 seconds
          1507 |  70 |         4 | 0.00000000 seconds
          1508 |  71 |         4 | 0.00000000 seconds
          1509 |  76 |         6 | 0.00000000 seconds
          1510 |  86 |         3 | 0.00000000 seconds
          1511 |  98 |         4 | 0.00100000 seconds
          1512 | 101 |         6 | 0.00000000 seconds
          1513 | 115 |         3 | 0.00000000 seconds
          1514 | 141 |         4 | 0.00000000 seconds
          1515 | 143 |         3 | 0.00000000 seconds
          1516 | 177 |         5 | 0.00000000 seconds
          1517 | 203 |         3 | 0.00000000 seconds
          1518 | 233 |         5 | 0.00000000 seconds
          1519 | 236 |         3 | 0.00000000 seconds
          1520 | 240 |         2 | 0.00000000 seconds
          1521 | 242 |         6 | 0.00000000 seconds
          1522 | 248 |         5 | 0.00000000 seconds
          1523 | 251 |         5 | 0.00000000 seconds
          1524 | 255 |         3 | 0.00000000 seconds
          1525 | 263 |         3 | 0.00000000 seconds
          1526 | 264 |         4 | 0.00000000 seconds
          1527 | 291 |         3 | 0.00000000 seconds
          1528 | 295 |         3 | 0.00000000 seconds
          1529 | 301 |         3 | 0.00000000 seconds
          1530 | 313 |         3 | 0.00100000 seconds
          1531 | 317 |         5 | 0.00000000 seconds
          1532 | 321 |         4 | 0.00000000 seconds
          1533 | 325 |         4 | 0.00000000 seconds
          1534 |  11 |         2 | 0.00000000 seconds
          1535 |  16 |         5 | 0.00000000 seconds
          1536 |  20 |         7 | 0.00000000 seconds
          1537 |  22 |         5 | 0.00000000 seconds
          1538 |  34 |         6 | 0.00000000 seconds
          1539 |  37 |         5 | 0.00000000 seconds
          1540 |  44 |         4 | 0.00000000 seconds
          1541 |  49 |         4 | 0.00000000 seconds
          1542 |  54 |         4 | 0.00000000 seconds
          1543 |  70 |         5 | 0.00000000 seconds
          1544 |  80 |         2 | 0.00000000 seconds
          1545 |  84 |         5 | 0.00000000 seconds
          1546 |  95 |         4 | 0.00100000 seconds
          1547 |  97 |         6 | 0.00000000 seconds
          1548 | 103 |         6 | 0.00000000 seconds
          1549 | 111 |         4 | 0.00000000 seconds
          1550 | 131 |         4 | 0.00000000 seconds
          1551 | 137 |         2 | 0.00000000 seconds
          1552 | 153 |         5 | 0.00000000 seconds
          1553 | 163 |         3 | 0.00000000 seconds
          1554 | 179 |         3 | 0.00000000 seconds
          1555 | 183 |         4 | 0.00000000 seconds
          1556 | 185 |         3 | 0.00000000 seconds
          1557 | 192 |         3 | 0.00000000 seconds
          1558 | 199 |         4 | 0.00000000 seconds
          1559 | 201 |         5 | 0.00000000 seconds
          1560 | 224 |         4 | 0.00000000 seconds
          1561 | 231 |         5 | 0.00000000 seconds
          1562 | 246 |         4 | 0.00000000 seconds
          1563 | 250 |         7 | 0.00000000 seconds
          1564 | 259 |         4 | 0.00000000 seconds
          1565 | 261 |         4 | 0.00000000 seconds
          1566 | 266 |         4 | 0.00000000 seconds
          1567 | 277 |         4 | 0.00100000 seconds
          1568 | 293 |         3 | 0.00000000 seconds
          1569 | 300 |         4 | 0.00000000 seconds
          1570 | 318 |         2 | 0.00000000 seconds
          1571 | 335 |         2 | 0.00000000 seconds
          1572 | 336 |         2 | 0.00000000 seconds
          1573 | 338 |         2 | 0.00000000 seconds
          1574 | 344 |         3 | 0.00000000 seconds
          1575 |   7 |         4 | 0.00000000 seconds
          1576 |  19 |         3 | 0.00000000 seconds
          1577 |  23 |         5 | 0.00000000 seconds
          1578 |  32 |         5 | 0.00000000 seconds
          1579 |  40 |         5 | 0.00000000 seconds
          1580 |  50 |         4 | 0.00000000 seconds
          1581 |  52 |         6 | 0.00000000 seconds
          1582 |  59 |         4 | 0.00000000 seconds
          1583 |  64 |         4 | 0.00000000 seconds
          1584 |  78 |         2 | 0.00100000 seconds
          1585 |  81 |         4 | 0.00000000 seconds
          1586 |  87 |         5 | 0.00000000 seconds
          1587 | 103 |         7 | 0.00000000 seconds
          1588 | 112 |         3 | 0.00000000 seconds
          1589 | 128 |         5 | 0.00000000 seconds
          1590 | 136 |         5 | 0.00000000 seconds
          1591 | 140 |         4 | 0.00000000 seconds
          1592 | 155 |         5 | 0.00000000 seconds
          1593 | 168 |         5 | 0.00000000 seconds
          1594 | 173 |         5 | 0.00000000 seconds
          1595 | 180 |         4 | 0.00000000 seconds
          1596 | 181 |         3 | 0.00000000 seconds
          1597 | 198 |         3 | 0.00000000 seconds
          1598 | 226 |         4 | 0.00000000 seconds
          1599 | 245 |         4 | 0.00000000 seconds
          1600 | 261 |         5 | 0.00000000 seconds
          1601 | 272 |         6 | 0.00100000 seconds
          1602 | 287 |         5 | 0.00000000 seconds
          1603 | 288 |         3 | 0.00000000 seconds
          1604 | 298 |         2 | 0.00000000 seconds
          1605 | 304 |         3 | 0.00000000 seconds
          1606 | 308 |         4 | 0.00000000 seconds
          1607 | 331 |         5 | 0.00000000 seconds
          1608 | 334 |         4 | 0.00000000 seconds
          1609 | 337 |         2 | 0.00000000 seconds
          1610 | 346 |         3 | 0.00000000 seconds
          1611 |   6 |         3 | 0.00000000 seconds
          1612 |   8 |         6 | 0.00000000 seconds
          1613 |  26 |         4 | 0.00000000 seconds
          1614 |  30 |         5 | 0.00000000 seconds
          1615 |  37 |         6 | 0.00100000 seconds
          1616 |  47 |         5 | 0.00000000 seconds
          1617 |  51 |         4 | 0.00000000 seconds
          1618 |  53 |         3 | 0.00000000 seconds
          1619 |  57 |         3 | 0.00000000 seconds
          1620 |  58 |         4 | 0.00000000 seconds
          1621 |  62 |         7 | 0.00000000 seconds
          1622 |  70 |         6 | 0.00000000 seconds
          1623 |  78 |         3 | 0.00000000 seconds
          1624 |  83 |         4 | 0.00000000 seconds
          1625 | 103 |         8 | 0.00000000 seconds
          1626 | 106 |         6 | 0.00000000 seconds
          1627 | 108 |         4 | 0.00000000 seconds
          1628 | 110 |         5 | 0.00000000 seconds
          1629 | 117 |         3 | 0.00000000 seconds
          1630 | 118 |         5 | 0.00000000 seconds
          1631 | 150 |         4 | 0.00000000 seconds
          1632 | 157 |         7 | 0.00100000 seconds
          1633 | 165 |         5 | 0.00000000 seconds
          1634 | 182 |         4 | 0.00000000 seconds
          1635 | 188 |         3 | 0.00000000 seconds
          1636 | 204 |         5 | 0.00000000 seconds
          1637 | 206 |         5 | 0.00000000 seconds
          1638 | 214 |         5 | 0.00000000 seconds
          1639 | 220 |         4 | 0.00000000 seconds
          1640 | 230 |         5 | 0.00000000 seconds
          1641 | 232 |         3 | 0.00000000 seconds
          1642 | 252 |         4 | 0.00000000 seconds
          1643 | 266 |         5 | 0.00000000 seconds
          1644 | 273 |         5 | 0.00000000 seconds
          1645 | 282 |         5 | 0.00000000 seconds
          1646 | 291 |         4 | 0.00000000 seconds
          1647 | 309 |         4 | 0.00000000 seconds
          1648 | 311 |         4 | 0.00000000 seconds
          1649 | 319 |         6 | 0.00000000 seconds
          1650 | 322 |         4 | 0.00000000 seconds
          1651 | 323 |         5 | 0.00100000 seconds
          1652 | 348 |         3 | 0.00000000 seconds
          1653 |   7 |         5 | 0.00000000 seconds
          1654 |  27 |         3 | 0.00000000 seconds
          1655 |  42 |         4 | 0.00000000 seconds
          1656 |  46 |         6 | 0.00000000 seconds
          1657 |  66 |         6 | 0.00000000 seconds
          1658 |  83 |         5 | 0.00000000 seconds
          1659 |  89 |         4 | 0.00000000 seconds
          1660 |  96 |         7 | 0.00000000 seconds
          1661 | 141 |         5 | 0.00000000 seconds
          1662 | 142 |         5 | 0.00000000 seconds
          1663 | 146 |         5 | 0.00000000 seconds
          1664 | 154 |         4 | 0.00000000 seconds
          1665 | 157 |         8 | 0.00000000 seconds
          1666 | 161 |         4 | 0.00100000 seconds
          1667 | 170 |         5 | 0.00000000 seconds
          1668 | 183 |         5 | 0.00000000 seconds
          1669 | 208 |         3 | 0.00000000 seconds
          1670 | 210 |         4 | 0.00000000 seconds
          1671 | 214 |         6 | 0.00000000 seconds
          1672 | 216 |         4 | 0.00000000 seconds
          1673 | 218 |         3 | 0.00000000 seconds
          1674 | 227 |         2 | 0.00000000 seconds
          1675 | 236 |         4 | 0.00000000 seconds
          1676 | 249 |         2 | 0.00000000 seconds
          1677 | 279 |         3 | 0.00000000 seconds
          1678 | 283 |         4 | 0.00000000 seconds
          1679 | 286 |         2 | 0.00000000 seconds
          1680 | 314 |         4 | 0.00000000 seconds
          1681 | 317 |         6 | 0.00000000 seconds
          1682 | 330 |         4 | 0.00100000 seconds
          1683 |  12 |         5 | 0.00000000 seconds
          1684 |  35 |         3 | 0.00000000 seconds
          1685 |  53 |         4 | 0.00000000 seconds
          1686 |  58 |         5 | 0.00000000 seconds
          1687 |  67 |         6 | 0.00000000 seconds
          1688 |  77 |         6 | 0.00000000 seconds
          1689 |  79 |         4 | 0.00000000 seconds
          1690 | 101 |         7 | 0.00000000 seconds
          1691 | 116 |         5 | 0.00000000 seconds
          1692 | 129 |         5 | 0.00000000 seconds
          1693 | 132 |         6 | 0.00000000 seconds
          1694 | 137 |         3 | 0.00000000 seconds
          1695 | 151 |         6 | 0.00000000 seconds
          1696 | 164 |         5 | 0.00000000 seconds
          1697 | 172 |         5 | 0.00000000 seconds
          1698 | 176 |         5 | 0.00000000 seconds
          1699 | 202 |         6 | 0.00000000 seconds
          1700 | 203 |         4 | 0.00000000 seconds
          1701 | 204 |         6 | 0.00000000 seconds
          1702 | 205 |         4 | 0.00100000 seconds
          1703 | 217 |         3 | 0.00000000 seconds
          1704 | 218 |         4 | 0.00000000 seconds
          1705 | 221 |         5 | 0.00000000 seconds
          1706 | 222 |         6 | 0.00000000 seconds
          1707 | 255 |         4 | 0.00000000 seconds
          1708 | 264 |         5 | 0.00000000 seconds
          1709 | 266 |         6 | 0.00000000 seconds
          1710 | 268 |         3 | 0.00000000 seconds
          1711 | 269 |         5 | 0.00000000 seconds
          1712 | 280 |         6 | 0.00000000 seconds
          1713 | 297 |         3 | 0.00000000 seconds
          1714 | 299 |         4 | 0.00000000 seconds
          1715 | 301 |         4 | 0.00000000 seconds
          1716 | 335 |         3 | 0.00000000 seconds
          1717 | 339 |         5 | 0.00000000 seconds
          1718 | 340 |         4 | 0.00100000 seconds
          1719 | 341 |         4 | 0.00000000 seconds
          1720 | 342 |         3 | 0.00000000 seconds
          1721 | 343 |         2 | 0.00000000 seconds
          1722 |   3 |         4 | 0.00000000 seconds
          1723 |   4 |         3 | 0.00000000 seconds
          1724 |  35 |         4 | 0.00000000 seconds
          1725 |  43 |         8 | 0.00000000 seconds
          1726 |  49 |         5 | 0.00000000 seconds
          1727 |  64 |         5 | 0.00000000 seconds
          1728 |  78 |         4 | 0.00000000 seconds
          1729 | 113 |         4 | 0.00000000 seconds
          1730 | 117 |         4 | 0.00000000 seconds
          1731 | 124 |         6 | 0.00000000 seconds
          1732 | 125 |         5 | 0.00000000 seconds
          1733 | 159 |         4 | 0.00000000 seconds
          1734 | 177 |         6 | 0.00000000 seconds
          1735 | 182 |         5 | 0.00000000 seconds
          1736 | 185 |         4 | 0.00100000 seconds
          1737 | 200 |         4 | 0.00000000 seconds
          1738 | 240 |         3 | 0.00000000 seconds
          1739 | 243 |         3 | 0.00000000 seconds
          1740 | 244 |         5 | 0.00000000 seconds
          1741 | 254 |         5 | 0.00000000 seconds
          1742 | 258 |         5 | 0.00000000 seconds
          1743 | 265 |         5 | 0.00000000 seconds
          1744 | 267 |         5 | 0.00000000 seconds
          1745 | 285 |         3 | 0.00000000 seconds
          1746 | 302 |         4 | 0.00000000 seconds
          1747 | 342 |         4 | 0.00000000 seconds
          1748 | 346 |         4 | 0.00000000 seconds
          1749 | 349 |         3 | 0.00000000 seconds
          1750 |   5 |         4 | 0.00000000 seconds
          1751 |   6 |         4 | 0.00000000 seconds
          1752 |  16 |         6 | 0.00000000 seconds
          1753 |  18 |         4 | 0.00000000 seconds
          1754 |  39 |         3 | 0.00000000 seconds
          1755 |  51 |         5 | 0.00000000 seconds
          1756 |  63 |         5 | 0.00100000 seconds
          1757 |  64 |         6 | 0.00000000 seconds
          1758 |  65 |         8 | 0.00000000 seconds
          1759 |  67 |         7 | 0.00000000 seconds
          1760 |  86 |         4 | 0.00000000 seconds
          1761 |  93 |         6 | 0.00000000 seconds
          1762 | 114 |         3 | 0.00000000 seconds
          1763 | 144 |         3 | 0.00000000 seconds
          1764 | 155 |         6 | 0.00000000 seconds
          1765 | 163 |         4 | 0.00000000 seconds
          1766 | 165 |         6 | 0.00000000 seconds
          1767 | 168 |         6 | 0.00000000 seconds
          1768 | 179 |         4 | 0.00000000 seconds
          1769 | 189 |         3 | 0.00100000 seconds
          1770 | 234 |         3 | 0.00000000 seconds
          1771 | 246 |         5 | 0.00000000 seconds
          1772 | 249 |         3 | 0.00000000 seconds
          1773 | 250 |         8 | 0.00000000 seconds
          1774 | 268 |         4 | 0.00000000 seconds
          1775 | 274 |         6 | 0.00000000 seconds
          1776 | 275 |         4 | 0.00000000 seconds
          1777 | 276 |         5 | 0.00000000 seconds
          1778 | 282 |         6 | 0.00000000 seconds
          1779 | 291 |         5 | 0.00000000 seconds
          1780 | 297 |         4 | 0.00000000 seconds
          1781 | 312 |         5 | 0.00000000 seconds
          1782 | 318 |         3 | 0.00000000 seconds
          1783 | 326 |         3 | 0.00000000 seconds
          1784 | 329 |         2 | 0.00000000 seconds
          1785 | 332 |         4 | 0.00100000 seconds
          1786 |   1 |         6 | 0.00000000 seconds
          1787 |  19 |         4 | 0.00000000 seconds
          1788 |  21 |         9 | 0.00000000 seconds
          1789 |  50 |         5 | 0.00000000 seconds
          1790 |  60 |         5 | 0.00000000 seconds
          1791 |  71 |         5 | 0.00000000 seconds
          1792 |  80 |         3 | 0.00000000 seconds
          1793 |  82 |         2 | 0.00000000 seconds
          1794 |  96 |         8 | 0.00000000 seconds
          1795 |  97 |         7 | 0.00000000 seconds
          1796 |  98 |         5 | 0.00000000 seconds
          1797 | 102 |         4 | 0.00000000 seconds
          1798 | 106 |         7 | 0.00000000 seconds
          1799 | 107 |         4 | 0.00000000 seconds
          1800 | 131 |         5 | 0.00100000 seconds
          1801 | 133 |         4 | 0.00000000 seconds
          1802 | 152 |         5 | 0.00000000 seconds
          1803 | 184 |         4 | 0.00000000 seconds
          1804 | 202 |         7 | 0.00000000 seconds
          1805 | 212 |         4 | 0.00000000 seconds
          1806 | 227 |         3 | 0.00000000 seconds
          1807 | 231 |         6 | 0.00000000 seconds
          1808 | 240 |         4 | 0.00000000 seconds
          1809 | 242 |         7 | 0.00000000 seconds
          1810 | 252 |         5 | 0.00000000 seconds
          1811 | 257 |         4 | 0.00000000 seconds
          1812 | 284 |         4 | 0.00000000 seconds
          1813 | 287 |         6 | 0.00000000 seconds
          1814 | 288 |         4 | 0.00100000 seconds
          1815 | 292 |         7 | 0.00000000 seconds
          1816 | 294 |         6 | 0.00000000 seconds
          1817 | 310 |         2 | 0.00000000 seconds
          1818 |   4 |         4 | 0.00000000 seconds
          1819 |   9 |         7 | 0.00000000 seconds
          1820 |  14 |         3 | 0.00000000 seconds
          1821 |  17 |         5 | 0.00000000 seconds
          1822 |  22 |         6 | 0.00000000 seconds
          1823 |  36 |         5 | 0.00000000 seconds
          1824 |  58 |         6 | 0.00000000 seconds
          1825 |  72 |         3 | 0.00000000 seconds
          1826 |  89 |         5 | 0.00000000 seconds
          1827 |  98 |         6 | 0.00000000 seconds
          1828 | 100 |         6 | 0.00000000 seconds
          1829 | 101 |         8 | 0.00000000 seconds
          1830 | 109 |         4 | 0.00000000 seconds
          1831 | 111 |         5 | 0.00000000 seconds
          1832 | 120 |         5 | 0.00000000 seconds
          1833 | 123 |         5 | 0.00100000 seconds
          1834 | 140 |         5 | 0.00000000 seconds
          1835 | 143 |         4 | 0.00000000 seconds
          1836 | 157 |         9 | 0.00000000 seconds
          1837 | 164 |         6 | 0.00000000 seconds
          1838 | 169 |         7 | 0.00000000 seconds
          1839 | 190 |         4 | 0.00000000 seconds
          1840 | 193 |         4 | 0.00000000 seconds
          1841 | 197 |         5 | 0.00000000 seconds
          1842 | 201 |         6 | 0.00000000 seconds
          1843 | 209 |         5 | 0.00000000 seconds
          1844 | 210 |         5 | 0.00000000 seconds
          1845 | 211 |         3 | 0.00000000 seconds
          1846 | 215 |         3 | 0.00000000 seconds
          1847 | 224 |         5 | 0.00000000 seconds
          1848 | 233 |         6 | 0.00000000 seconds
          1849 | 239 |         2 | 0.00100000 seconds
